,DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,EVENT_SOURCE,BNF_SEV_LEVEL,ANSM_SEV_LEVEL,MICROMEDEX_SEV_LEVEL,BNF_EVID_LEVEL,MICROMEDEX_EVID_LEVEL
1195,labetalol,crizotinib,bradycardia,10006093,BNF+Micromedex,,Precautions for use,Major,,Theoretical
1196,clonidine,crizotinib,bradycardia,10006093,BNF+Micromedex,,Precautions for use,Major,,Theoretical
1197,celiprolol,crizotinib,bradycardia,10006093,BNF+Micromedex,,Precautions for use,Major,,Theoretical
1198,esmolol,crizotinib,bradycardia,10006093,BNF+Micromedex,,Precautions for use,Major,,Theoretical
1199,timolol,crizotinib,bradycardia,10006093,BNF+Micromedex,,Precautions for use,Major,,Theoretical
1200,levobunolol,crizotinib,bradycardia,10006093,BNF+Micromedex,,Precautions for use,Major,,Theoretical
1201,verapamil,amiodarone,bradycardia,10006093,BNF+Micromedex,,Contraindicated,Major,,Probable
1202,amiodarone,diltiazem,bradycardia,10006093,BNF+Micromedex,,Contraindicated,Major,,Probable
1203,verapamil,fingolimod,bradycardia,10006093,BNF+Micromedex,,Not recommended,Major,,Theoretical
1204,digoxin,fingolimod,bradycardia,10006093,BNF+Micromedex,,Not recommended,Major,,Theoretical
1205,diltiazem,fingolimod,bradycardia,10006093,BNF+Micromedex,,Not recommended,Major,,Theoretical
1206,celiprolol,fingolimod,bradycardia,10006093,BNF+Micromedex,,Not recommended,Major,,Theoretical
1207,levobunolol,fingolimod,bradycardia,10006093,BNF+Micromedex,,Not recommended,Major,,Theoretical
1208,amiodarone,fingolimod,bradycardia,10006093,BNF+Micromedex,,Not recommended,Contraindicated,,Theoretical
1209,sotalol,fingolimod,bradycardia,10006093,BNF+Micromedex,,Not recommended,Contraindicated,,Theoretical
1210,diltiazem,crizotinib,bradycardia,10006093,BNF+Micromedex,,Precautions for use,Major,,Theoretical
1211,sotalol,crizotinib,bradycardia,10006093,BNF+Micromedex,,Contraindicated,Major,,Theoretical
1212,amiodarone,ivabradine,torsade de pointes,10044066,BNF+Micromedex,,Precautions for use,Major,Theoretical,Theoretical
1213,sotalol,ivabradine,torsade de pointes,10044066,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1214,amisulpride,ivabradine,torsade de pointes,10044066,BNF+Micromedex,Severe,Precautions for use,Contraindicated,Theoretical,Theoretical
1215,sulpiride,ivabradine,torsade de pointes,10044066,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1216,amiodarone,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1217,arsenic trioxide,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1218,disopyramide,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1219,sotalol,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1220,pentamidine,erythromycin,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1221,pentamidine,clarithromycin,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Anecdotal,Theoretical
1222,pentamidine,methotrimeprazine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1223,droperidol,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1224,fluphenazine,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1225,chlorpromazine,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1226,ondansetron,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Anecdotal,Theoretical
1227,anagrelide,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Anecdotal,Theoretical
1228,moxifloxacin,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1229,pentamidine,delamanid,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1230,pentamidine,dronedarone,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Contraindicated,Anecdotal,Theoretical
1231,pentamidine,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1232,pentamidine,crizotinib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1233,escitalopram,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1234,pimozide,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Contraindicated,Anecdotal,Theoretical
1235,pentamidine,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1236,pentamidine,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Anecdotal,Theoretical
1237,methadone,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1238,hydroxyzine,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1239,citalopram,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1240,pentamidine,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1241,haloperidol,pentamidine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,Anecdotal,Theoretical
1242,amiodarone,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1243,arsenic trioxide,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1244,disopyramide,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1245,sotalol,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1246,erythromycin,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1247,haloperidol,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1248,chlorpromazine,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1249,toremifene,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1250,citalopram,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1251,clomipramine,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Take into consideration,Major,Theoretical,Theoretical
1252,moxifloxacin,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1253,mefloquine,dronedarone,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Contraindicated,Theoretical,Theoretical
1254,mefloquine,crizotinib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1255,escitalopram,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1256,pimozide,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Contraindicated,Theoretical,Theoretical
1257,mefloquine,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1258,mefloquine,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Take into consideration,Major,Theoretical,Theoretical
1259,methadone,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1260,mefloquine,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1261,hydroxyzine,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1262,mefloquine,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1263,quinine,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,Theoretical,Theoretical
1264,droperidol,mefloquine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
1265,bendroflumethiazide,dronedarone,hypokalaemia,10021015,BNF+Micromedex,Severe,Precautions for use,Moderate,Theoretical,Theoretical
1266,chlorthalidone,dronedarone,hypokalaemia,10021015,BNF+Micromedex,Severe,Precautions for use,Moderate,Theoretical,Theoretical
1267,clopamide,dronedarone,hypokalaemia,10021015,BNF+Micromedex,Severe,Precautions for use,Moderate,Theoretical,Theoretical
1268,bumetanide,dronedarone,hypokalaemia,10021015,BNF+Micromedex,Severe,Precautions for use,Moderate,Theoretical,Theoretical
1269,furosemide,dronedarone,hypokalaemia,10021015,BNF+Micromedex,Severe,Precautions for use,Moderate,Theoretical,Theoretical
1270,hydrochlorothiazide,dronedarone,hypokalaemia,10021015,BNF+Micromedex,Severe,Precautions for use,Moderate,Theoretical,Theoretical
1271,indapamide,dronedarone,hypokalaemia,10021015,BNF+Micromedex,Severe,Precautions for use,Moderate,Theoretical,Theoretical
1272,metoprolol,verapamil,hypotension,10021097,BNF+Micromedex,Severe,Not recommended,Major,,Probable
1273,verapamil,nadolol,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1274,verapamil,atenolol,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1275,verapamil,nebivolol,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1276,verapamil,acebutolol,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1277,verapamil,betaxolol,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1278,verapamil,bisoprolol,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1279,verapamil,pindolol,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1280,verapamil,carvedilol,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1281,verapamil,propranolol,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1282,verapamil,sotalol,hypotension,10021097,BNF+Micromedex,,Contraindicated,Major,,Probable
1283,verapamil,labetalol,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1284,verapamil,celiprolol,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1285,verapamil,esmolol,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1286,timolol,verapamil,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1287,levobunolol,verapamil,hypotension,10021097,BNF+Micromedex,,Not recommended,Major,,Probable
1288,verapamil,terazosin,hypotension,10021097,BNF+Micromedex,,Take into consideration,Moderate,,Theoretical
1289,verapamil,prazosin,hypotension,10021097,BNF+Micromedex,,Take into consideration,Moderate,,Theoretical
1290,chlorpromazine,captopril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Moderate,,Probable
1291,lisinopril,valsartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1292,lisinopril,telmisartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1293,lisinopril,eprosartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1294,lisinopril,irbesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1295,lisinopril,candesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1296,lisinopril,losartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1297,lisinopril,olmesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1298,lisinopril,azilsartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1299,valsartan,quinapril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1300,valsartan,ramipril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1301,valsartan,captopril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1302,valsartan,enalapril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1303,valsartan,trandolapril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1304,valsartan,fosinopril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1305,valsartan,perindopril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1306,telmisartan,quinapril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1307,telmisartan,ramipril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1308,telmisartan,captopril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1309,telmisartan,enalapril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1310,telmisartan,trandolapril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1311,telmisartan,fosinopril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1312,telmisartan,perindopril,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1313,quinapril,eprosartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1314,quinapril,irbesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1315,quinapril,candesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1316,quinapril,losartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1317,quinapril,olmesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1318,quinapril,azilsartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1319,ramipril,eprosartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1320,ramipril,irbesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1321,ramipril,candesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1322,ramipril,losartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1323,ramipril,olmesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1324,ramipril,azilsartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1325,captopril,eprosartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1326,captopril,irbesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1327,captopril,candesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1328,captopril,losartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1329,captopril,olmesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1330,captopril,azilsartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1331,enalapril,eprosartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1332,enalapril,irbesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1333,enalapril,candesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1334,enalapril,losartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1335,enalapril,olmesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1336,enalapril,azilsartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1337,trandolapril,eprosartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
1338,trandolapril,irbesartan,hypotension,10021097,BNF+Micromedex,,Take into consideration,Major,,Established
