,source,target,rel,SOURCE
10440,bumetanide,vertigo,Adverse event,BNF
10447,buprenorphine,abdominal pain upper,Adverse event,SIDER
10454,buprenorphine,altered state of consciousness,Adverse event,SIDER
10455,buprenorphine,amblyopia,Adverse event,SIDER
10457,buprenorphine,anaphylactic responses,Adverse event,SIDER
10466,buprenorphine,apathy,Adverse event,SIDER
10469,buprenorphine,application site erythema,Adverse event,SIDER
10470,buprenorphine,application site irritation,Adverse event,SIDER
10471,buprenorphine,application site pruritus,Adverse event,SIDER
10472,buprenorphine,application site rash,Adverse event,SIDER
10473,buprenorphine,application site reaction,Adverse event,SIDER
10479,buprenorphine,asthenic conditions,Adverse event,SIDER
10483,buprenorphine,atrioventricular block second degree,Adverse event,SIDER
10485,buprenorphine,balance disorder,Adverse event,SIDER
10501,buprenorphine,circulatory collapse,Adverse event,BNF
10516,buprenorphine,csf pressure increased,Adverse event,BNF
10519,buprenorphine,death,Adverse event,BNF
10525,buprenorphine,depersonalisation/derealisation disorder,Adverse event,BNF
10526,buprenorphine,depressed level of consciousness,Adverse event,SIDER
10534,buprenorphine,diplopia,Adverse event,SIDER
10535,buprenorphine,diplopia,Adverse event,BNF
10540,buprenorphine,disturbance in sexual arousal,Adverse event,SIDER
10541,buprenorphine,diverticulitis,Adverse event,SIDER
10549,buprenorphine,drug withdrawal syndrome neonatal,Adverse event,BNF
10550,buprenorphine,dry eye,Adverse event,SIDER
10551,buprenorphine,dry eye,Adverse event,BNF
10555,buprenorphine,dysarthria,Adverse event,SIDER
10556,buprenorphine,dysarthria,Adverse event,BNF
10568,buprenorphine,ear and labyrinth disorders,Adverse event,SIDER
10577,buprenorphine,eyelid oedema,Adverse event,SIDER
10578,buprenorphine,eyelid oedema,Adverse event,BNF
10579,buprenorphine,face oedema,Adverse event,SIDER
10583,buprenorphine,feeling hot,Adverse event,SIDER
10584,buprenorphine,flat affect,Adverse event,SIDER
10588,buprenorphine,gait disturbance,Adverse event,SIDER
10592,buprenorphine,haemorrhagic diathesis,Adverse event,BNF
10597,buprenorphine,hepatic encephalopathy,Adverse event,BNF
10598,buprenorphine,hepatobiliary disease,Adverse event,SIDER
10609,buprenorphine,hyperventilation,Adverse event,SIDER
10615,buprenorphine,ileus,Adverse event,SIDER
10616,buprenorphine,ill-defined disorder,Adverse event,SIDER
10617,buprenorphine,immune system disorder,Adverse event,SIDER
10620,buprenorphine,infestation,Adverse event,SIDER
10623,buprenorphine,influenza like illness,Adverse event,SIDER
10624,buprenorphine,influenza like illness,Adverse event,BNF
10625,buprenorphine,injection site reaction,Adverse event,SIDER
10631,buprenorphine,laryngeal pain,Adverse event,SIDER
10632,buprenorphine,lethargy,Adverse event,SIDER
10633,buprenorphine,libido decreased,Adverse event,SIDER
10636,buprenorphine,lymphadenopathy,Adverse event,BNF
10647,buprenorphine,mental status changes,Adverse event,SIDER
10655,buprenorphine,muscle contractions involuntary,Adverse event,SIDER
10656,buprenorphine,muscle contractions involuntary,Adverse event,BNF
10657,buprenorphine,muscle related signs and symptoms nec,Adverse event,BNF
10670,buprenorphine,nightmare,Adverse event,SIDER
10675,buprenorphine,oral disorder,Adverse event,BNF
10676,buprenorphine,oropharyngeal swelling,Adverse event,SIDER
10682,buprenorphine,pain in extremity,Adverse event,SIDER
10691,buprenorphine,procedural dizziness,Adverse event,BNF
10694,buprenorphine,pruritus generalised,Adverse event,SIDER
10698,buprenorphine,pyrexia,Adverse event,BNF
10701,buprenorphine,respiration abnormal,Adverse event,SIDER
10704,buprenorphine,respiratory disorder,Adverse event,SIDER
10705,buprenorphine,respiratory disorder,Adverse event,BNF
10718,buprenorphine,skin reaction,Adverse event,BNF
10723,buprenorphine,speech disorder,Adverse event,BNF
10724,buprenorphine,swollen tongue,Adverse event,SIDER
10728,buprenorphine,taste disorder,Adverse event,BNF
10731,buprenorphine,thinking abnormal,Adverse event,BNF
10732,buprenorphine,tinnitus,Adverse event,SIDER
10733,buprenorphine,tinnitus,Adverse event,BNF
10738,buprenorphine,urinary hesitation,Adverse event,SIDER
10746,buprenorphine,vasodilatation,Adverse event,BNF
10748,buprenorphine,vertigo,Adverse event,SIDER
10749,buprenorphine,vertigo,Adverse event,BNF
10752,buprenorphine,visual impairment,Adverse event,SIDER
10753,buprenorphine,visual impairment,Adverse event,BNF
10758,buprenorphine,wheezing,Adverse event,SIDER
10761,buprenorphine,yawning,Adverse event,BNF
10766,bupropion,abdominal pain lower,Adverse event,SIDER
10767,bupropion,abdominal pain upper,Adverse event,SIDER
10769,bupropion,abnormal dreams,Adverse event,SIDER
10777,bupropion,akinesia,Adverse event,SIDER
10778,bupropion,alopecia,Adverse event,SIDER
10779,bupropion,altered state of consciousness,Adverse event,SIDER
10780,bupropion,amblyopia,Adverse event,SIDER
10792,bupropion,animal scratch,Adverse event,SIDER
10795,bupropion,apathy,Adverse event,SIDER
10796,bupropion,aphasia,Adverse event,SIDER
10797,bupropion,application site reaction,Adverse event,SIDER
10809,bupropion,auditory disorder,Adverse event,SIDER
10810,bupropion,back injury,Adverse event,SIDER
10820,bupropion,breast calcifications,Adverse event,SIDER
10823,bupropion,breast enlargement,Adverse event,SIDER
10825,bupropion,breath odour,Adverse event,SIDER
10830,bupropion,bruxism,Adverse event,SIDER
10835,bupropion,carpal tunnel syndrome,Adverse event,SIDER
10842,bupropion,circumoral oedema,Adverse event,SIDER
10843,bupropion,cold sweat,Adverse event,SIDER
10847,bupropion,concussion,Adverse event,SIDER
10860,bupropion,cyst,Adverse event,SIDER
10867,bupropion,defaecation urgency,Adverse event,SIDER
10872,bupropion,dental caries,Adverse event,SIDER
10874,bupropion,depersonalisation/derealisation disorder,Adverse event,BNF
10875,bupropion,depressed level of consciousness,Adverse event,SIDER
10886,bupropion,diplopia,Adverse event,SIDER
10892,bupropion,disturbance in sexual arousal,Adverse event,SIDER
10898,bupropion,dry eye,Adverse event,SIDER
10902,bupropion,duodenal ulcer haemorrhage,Adverse event,SIDER
10903,bupropion,dysarthria,Adverse event,SIDER
10906,bupropion,dyslexia,Adverse event,SIDER
10908,bupropion,dyspareunia,Adverse event,SIDER
10916,bupropion,dysuria,Adverse event,SIDER
10917,bupropion,ear and labyrinth disorders,Adverse event,SIDER
10920,bupropion,ecchymosis,Adverse event,SIDER
10922,bupropion,ejaculation disorder,Adverse event,SIDER
10924,bupropion,energy increased,Adverse event,SIDER
10927,bupropion,epigastric discomfort,Adverse event,SIDER
10928,bupropion,epistaxis,Adverse event,SIDER
10930,bupropion,eructation,Adverse event,SIDER
10937,bupropion,eye pain,Adverse event,SIDER
10938,bupropion,face oedema,Adverse event,SIDER
10939,bupropion,facial bones fracture,Adverse event,SIDER
10944,bupropion,feeling hot,Adverse event,SIDER
10945,bupropion,feeling jittery,Adverse event,SIDER
10946,bupropion,feeling of despair,Adverse event,SIDER
10947,bupropion,feelings of worthlessness,Adverse event,SIDER
10948,bupropion,female sexual arousal disorder,Adverse event,SIDER
10949,bupropion,flank pain,Adverse event,SIDER
10950,bupropion,flat affect,Adverse event,SIDER
10955,bupropion,food poisoning,Adverse event,SIDER
10956,bupropion,frequent bowel movements,Adverse event,SIDER
10961,bupropion,gastritis viral,Adverse event,SIDER
10968,bupropion,genital rash,Adverse event,SIDER
10969,bupropion,gingival bleeding,Adverse event,SIDER
10970,bupropion,gingival discomfort,Adverse event,SIDER
10971,bupropion,gingival pain,Adverse event,SIDER
10973,bupropion,glossitis,Adverse event,SIDER
10974,bupropion,glycosuria,Adverse event,SIDER
10978,bupropion,hair colour changes,Adverse event,SIDER
10981,bupropion,"hallucination, auditory",Adverse event,SIDER
10985,bupropion,heart rate irregular,Adverse event,SIDER
10998,bupropion,hunger,Adverse event,SIDER
10999,bupropion,hyperacusis,Adverse event,SIDER
11000,bupropion,hyperaesthesia,Adverse event,SIDER
11014,bupropion,hyperventilation,Adverse event,SIDER
11016,bupropion,hypoaesthesia oral,Adverse event,SIDER
11020,bupropion,hyponatraemia,Adverse event,BNF
11023,bupropion,hypotrichosis,Adverse event,SIDER
11024,bupropion,ill-defined disorder,Adverse event,SIDER
11025,bupropion,immune system disorder,Adverse event,SIDER
11026,bupropion,impaired healing,Adverse event,SIDER
11027,bupropion,inappropriate antidiuretic hormone secretion,Adverse event,SIDER
11028,bupropion,increased appetite,Adverse event,SIDER
11029,bupropion,increased tendency to bruise,Adverse event,SIDER
11030,bupropion,increased upper airway secretion,Adverse event,SIDER
11032,bupropion,infestation,Adverse event,SIDER
11034,bupropion,influenza like illness,Adverse event,SIDER
11035,bupropion,infrequent bowel movements,Adverse event,SIDER
11036,bupropion,inguinal hernia,Adverse event,SIDER
11037,bupropion,initial insomnia,Adverse event,SIDER
11038,bupropion,injection site joint pain,Adverse event,SIDER
11043,bupropion,intestinal perforation,Adverse event,SIDER
11048,bupropion,joint injury,Adverse event,SIDER
11049,bupropion,joint stiffness,Adverse event,SIDER
11052,bupropion,lacrimation decreased,Adverse event,SIDER
11054,bupropion,laryngeal pain,Adverse event,SIDER
11056,bupropion,lethargy,Adverse event,SIDER
11060,bupropion,libido decreased,Adverse event,SIDER
11061,bupropion,libido increased,Adverse event,SIDER
11063,bupropion,limb injury,Adverse event,SIDER
11064,bupropion,lip dry,Adverse event,SIDER
11067,bupropion,localised infection,Adverse event,SIDER
11069,bupropion,lower limb fracture,Adverse event,SIDER
11070,bupropion,lymphadenopathy,Adverse event,SIDER
11079,bupropion,menstrual disorder,Adverse event,SIDER
11080,bupropion,menstruation irregular,Adverse event,SIDER
11087,bupropion,metrorrhagia,Adverse event,SIDER
11088,bupropion,micturition disorder,Adverse event,SIDER
11094,bupropion,mouth injury,Adverse event,SIDER
11095,bupropion,mouth ulceration,Adverse event,SIDER
11097,bupropion,muscle contractions involuntary,Adverse event,SIDER
11098,bupropion,muscle related signs and symptoms nec,Adverse event,BNF
11099,bupropion,muscle relaxant therapy,Adverse event,SIDER
11102,bupropion,muscle strain,Adverse event,SIDER
11103,bupropion,muscle tightness,Adverse event,SIDER
11106,bupropion,musculoskeletal chest pain,Adverse event,SIDER
11116,bupropion,nasal dryness,Adverse event,SIDER
11122,bupropion,nerve compression,Adverse event,SIDER
11123,bupropion,nerve injury,Adverse event,SIDER
11127,bupropion,neurological examination abnormal,Adverse event,SIDER
11130,bupropion,night sweats,Adverse event,SIDER
11131,bupropion,nightmare,Adverse event,SIDER
11132,bupropion,nipple pain,Adverse event,SIDER
11138,bupropion,orgasm abnormal,Adverse event,SIDER
11144,bupropion,ovarian disorder,Adverse event,SIDER
11146,bupropion,pain in extremity,Adverse event,SIDER
11147,bupropion,pain in jaw,Adverse event,SIDER
11148,bupropion,painful ejaculation,Adverse event,SIDER
11149,bupropion,painful erection,Adverse event,SIDER
11159,bupropion,paraesthesia oral,Adverse event,SIDER
11160,bupropion,paranoia,Adverse event,SIDER
11163,bupropion,parosmia,Adverse event,SIDER
11164,bupropion,pelvic infection,Adverse event,SIDER
11165,bupropion,peripheral coldness,Adverse event,SIDER
11166,bupropion,perseveration,Adverse event,SIDER
11169,bupropion,phlebitis,Adverse event,SIDER
11172,bupropion,pleuritic pain,Adverse event,SIDER
11181,bupropion,prostate infection,Adverse event,SIDER
11182,bupropion,prostatic disorder,Adverse event,SIDER
11183,bupropion,prurigo,Adverse event,SIDER
11185,bupropion,pruritus generalised,Adverse event,SIDER
11188,bupropion,pulmonary congestion,Adverse event,SIDER
11190,bupropion,pyrexia,Adverse event,BNF
11192,bupropion,rash erythematous,Adverse event,SIDER
11193,bupropion,rash maculo-papular,Adverse event,SIDER
11194,bupropion,renal pain,Adverse event,SIDER
11195,bupropion,respiration abnormal,Adverse event,SIDER
11196,bupropion,respiratory tract congestion,Adverse event,SIDER
11198,bupropion,rhabdomyolysis,Adverse event,SIDER
11202,bupropion,rubber sensitivity,Adverse event,SIDER
11203,bupropion,salivary hypersecretion,Adverse event,SIDER
11208,bupropion,sebaceous gland disorder,Adverse event,SIDER
11211,bupropion,self-injurious ideation,Adverse event,SIDER
11212,bupropion,sensation of heaviness,Adverse event,SIDER
11213,bupropion,sensory disturbance,Adverse event,SIDER
11219,bupropion,sinus disorder,Adverse event,SIDER
11223,bupropion,skin injuries nec,Adverse event,SIDER
11224,bupropion,skin irritation,Adverse event,SIDER
11225,bupropion,skin odour abnormal,Adverse event,SIDER
11226,bupropion,skin reaction,Adverse event,BNF
11230,bupropion,snoring,Adverse event,SIDER
11237,bupropion,stomatitis,Adverse event,SIDER
11246,bupropion,swelling face,Adverse event,SIDER
11247,bupropion,swollen tongue,Adverse event,SIDER
11253,bupropion,taste disorder,Adverse event,BNF
11254,bupropion,taste disorders,Adverse event,SIDER
11255,bupropion,tendon disorder,Adverse event,SIDER
11260,bupropion,testicular pain,Adverse event,SIDER
11261,bupropion,testicular swelling,Adverse event,SIDER
11262,bupropion,thinking abnormal,Adverse event,SIDER
11263,bupropion,thirst,Adverse event,SIDER
11264,bupropion,throat irritation,Adverse event,SIDER
11268,bupropion,tinnitus,Adverse event,SIDER
11269,bupropion,tinnitus,Adverse event,BNF
11270,bupropion,tongue disorder,Adverse event,SIDER
11271,bupropion,tongue oedema,Adverse event,SIDER
11273,bupropion,tooth abscess,Adverse event,SIDER
11274,bupropion,tooth disorder,Adverse event,SIDER
11279,bupropion,trichotillomania,Adverse event,SIDER
11284,bupropion,urethral pain,Adverse event,SIDER
11292,bupropion,vaginal haemorrhage,Adverse event,SIDER
11296,bupropion,vasodilatation,Adverse event,BNF
11298,bupropion,vertigo,Adverse event,SIDER
11299,bupropion,viral diarrhoea,Adverse event,SIDER
11300,bupropion,viral upper respiratory tract infection,Adverse event,SIDER
11302,bupropion,visual impairment,Adverse event,SIDER
11303,bupropion,visual impairment,Adverse event,BNF
11304,bupropion,vitreous floaters,Adverse event,SIDER
11305,bupropion,vocal cord disorder,Adverse event,SIDER
11308,bupropion,vulvovaginal discomfort,Adverse event,SIDER
11312,bupropion,wheezing,Adverse event,SIDER
11315,bupropion,wrist fracture,Adverse event,SIDER
11316,bupropion,yawning,Adverse event,SIDER
11320,cabazitaxel,abdominal pain upper,Adverse event,SIDER
11321,cabazitaxel,acute kidney injury,Adverse event,BNF
11323,cabazitaxel,alopecia,Adverse event,SIDER
11324,cabazitaxel,alopecia,Adverse event,BNF
11334,cabazitaxel,aspartate aminotransferase increased,Adverse event,SIDER
11340,cabazitaxel,blood and lymphatic system disorders,Adverse event,SIDER
11386,cabazitaxel,dysuria,Adverse event,SIDER
11387,cabazitaxel,ear and labyrinth disorders,Adverse event,SIDER
11392,cabazitaxel,fatal outcomes,Adverse event,SIDER
11394,cabazitaxel,febrile neutropenia,Adverse event,SIDER
11396,cabazitaxel,flank pain,Adverse event,SIDER
11404,cabazitaxel,haematuria,Adverse event,SIDER
11411,cabazitaxel,hydronephrosis,Adverse event,SIDER
11412,cabazitaxel,hydronephrosis,Adverse event,BNF
11424,cabazitaxel,ileus,Adverse event,SIDER
11425,cabazitaxel,ill-defined disorder,Adverse event,SIDER
11426,cabazitaxel,immune system disorder,Adverse event,SIDER
11429,cabazitaxel,infestation,Adverse event,SIDER
11431,cabazitaxel,intestinal obstruction,Adverse event,SIDER
11434,cabazitaxel,lethargy,Adverse event,SIDER
11435,cabazitaxel,lethargy,Adverse event,BNF
11446,cabazitaxel,muscle related signs and symptoms nec,Adverse event,BNF
11448,cabazitaxel,musculoskeletal chest pain,Adverse event,SIDER
11457,cabazitaxel,neutropenic colitis,Adverse event,SIDER
11458,cabazitaxel,neutropenic sepsis,Adverse event,SIDER
11467,cabazitaxel,pain in extremity,Adverse event,SIDER
11469,cabazitaxel,pelvic pain,Adverse event,SIDER
11470,cabazitaxel,pelvic pain,Adverse event,BNF
11476,cabazitaxel,pyrexia,Adverse event,BNF
11477,cabazitaxel,rectal haemorrhage,Adverse event,SIDER
11483,cabazitaxel,respiratory disorder,Adverse event,BNF
11487,cabazitaxel,septic shock,Adverse event,SIDER
11489,cabazitaxel,skin reaction,Adverse event,BNF
11491,cabazitaxel,taste disorder,Adverse event,BNF
11494,cabazitaxel,tinnitus,Adverse event,SIDER
11495,cabazitaxel,tinnitus,Adverse event,BNF
11496,cabazitaxel,transaminases increased,Adverse event,SIDER
11498,cabazitaxel,ureteric obstruction,Adverse event,SIDER
11499,cabazitaxel,ureteric obstruction,Adverse event,BNF
11506,cabazitaxel,vasodilatation,Adverse event,BNF
11508,cabazitaxel,vertigo,Adverse event,SIDER
11509,cabazitaxel,vertigo,Adverse event,BNF
11516,cabergoline,abdominal pain upper,Adverse event,SIDER
11520,cabergoline,alopecia,Adverse event,SIDER
11521,cabergoline,alopecia,Adverse event,BNF
11532,cabergoline,blood creatinine increased,Adverse event,SIDER
11545,cabergoline,congenital genitourinary abnormality,Adverse event,SIDER
11558,cabergoline,disturbance in sexual arousal,Adverse event,SIDER
11570,cabergoline,epistaxis,Adverse event,SIDER
11571,cabergoline,erythromelalgia,Adverse event,BNF
11573,cabergoline,face oedema,Adverse event,SIDER
11580,cabergoline,gambling disorder,Adverse event,BNF
11589,cabergoline,hemianopia,Adverse event,SIDER
11596,cabergoline,hypersexuality,Adverse event,SIDER
11601,cabergoline,ill-defined disorder,Adverse event,SIDER
11602,cabergoline,impulse-control disorder,Adverse event,SIDER
11604,cabergoline,influenza like illness,Adverse event,SIDER
11606,cabergoline,libido increased,Adverse event,SIDER
11607,cabergoline,liver function test abnormal,Adverse event,SIDER
